"grade","age","gender","live","times.moved","now.living","time.work","time.no.adult","time.friend","time.school.act","time.noschool.act","time.reading","time.church","time.HW","time.excersize","time.fruit","X30.smoke","X30.5drinks","X30dr.driving","X30.cig","X30cigars","X30drink","X30marijuana","X30glue","X30meth","X30coke","X30amph","X30prescription","X30counter","X30chew","X30steroid","X30barbituates","pride","truth","values.drug","responsibility","friends","fix.problems","decision","excite","hard.work","Pop.cig","Pop.drink","Pop.marijuana","Pop.otherdrug","safe","best.school","talk.adult","grades","home.rules","home.happy","home.al.drug","home.close","home.talk","home.support","home.know","home.chores","home.wrong","home.praise","Wpdrink","N.safe","X"
"11th",16,"Female","In a small city or town, less than 5,000 population","None","with a parent/s","2 or less hours","6 or more hours","3-5 hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours",4,"3 times per day","I did not smoke cigarettes during the past 30 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Less popular","Wouldnt change my popularity","Less popular","Less popular","Agree","Disagree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Sometimes","Sometimes","Sometimes","Wrong","Agree",NA
"11th",16,"Female","On a farm","None","with a parent/s","2 or less hours","6 or more hours","3-5 hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours",6,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","-1","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Less popular","Wouldnt change my popularity","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Sometimes","Often","Often","Often","Very wrong","Agree",NA
"11th",16,"Female","In a large city over 30,000 population","None","with a parent/s","2 or less hours","6 or more hours","2 or less hours","3-5 hours","6 or more hours","2 or less hours","2 or less hours","3-5 hours",6,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Always","Very wrong","Agree",NA
"11th",16,"Female","In a large city over 30,000 population","None","with a parent/s","6 or more hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","6 or more hours",0,"Less than 1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Wouldnt change my popularity","More popular","More popular","Wouldnt change my popularity","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Sometimes","Very wrong","Agree",NA
"11th",16,"Female","In a large city over 30,000 population","None","with a parent/s","6 or more hours","6 or more hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours",6,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Disagree","Agree","Agree","Sometimes","Sometimes","Always","Often","Very wrong","Agree",NA
"11th",16,"Female","In a large city over 30,000 population","None","with a parent/s","6 or more hours","-1","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",0,"3 times per day","-1","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Less popular","Less popular","Less popular","Less popular","Agree","Agree","Disagree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Never","Often","Wrong","Agree",NA
"11th",16,"Female","In a small city or town, less than 5,000 population","None","with a parent/s","6 or more hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","6 or more hours",5,"5 or more times per day","-1","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","More popular","More popular","Less popular","Less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Sometimes","Sometimes","Wrong","Agree",NA
"11th",16,"Female","In a small city or town, less than 5,000 population","None","with a parent/s","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours",2,"Less than 1 time per day","I did not smoke cigarettes during the past 30 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Less popular","Wouldnt change my popularity","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Often","Sometimes","Always","Very wrong","Disagree",NA
"11th",16,"Female","In the country, but not on a farm","Once","with a parent/s","6 or more hours","3-5 hours","3-5 hours","3-5 hours","2 or less hours","3-5 hours","2 or less hours","6 or more hours",5,"2 times per day","I did not smoke cigarettes during the past 30 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Less popular","Wouldnt change my popularity","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Sometimes","Always","Sometimes","Very wrong","Agree",NA
"11th",16,"Female","In the country, but not on a farm","None","with foster parents","6 or more hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","3-5 hours","6 or more hours",4,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","More popular","A lot more popular","A lot more popular","A lot more popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Disagree","Agree","Agree","Always","Often","Always","Often","Very wrong","Agree",NA
"11th",16,"Female","In a medium sized city, 5,000-30,000 population","None","with a parent/s","2 or less hours","6 or more hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","6 or more hours",7,"5 or more times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Less popular","More popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Often","Very wrong","Agree",NA
"11th",16,"Male","In a small city or town, less than 5,000 population","Once","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",6,"Less than 1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","Wouldnt change my popularity","Less popular","Less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Sometimes","Always","Sometimes","Very wrong","Agree",NA
"11th",16,"Male","In a medium sized city, 5,000-30,000 population","None","with a parent/s","2 or less hours","6 or more hours","2 or less hours","3-5 hours","6 or more hours","3-5 hours","2 or less hours","3-5 hours",7,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Less popular","More popular","Less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Sometimes","Sometimes","Sometimes","A little wrong","Agree",NA
"11th",16,"Male","On a farm","None","with a parent/s","6 or more hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",7,"1 time per day","More than 20 per day","3 to 5 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Less popular","Less popular","Less popular","Less popular","Agree","Disagree","Agree","Excellent","Agree","Agree","Agree","Agree","Agree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","A little wrong","Agree",NA
"11th",16,"Male","In a large city over 30,000 population","None","with a parent/s","2 or less hours","3-5 hours","2 or less hours","6 or more hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours",7,"2 times per day","-1","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","A lot less popular","More popular","More popular","Wouldnt change my popularity","Agree","Agree","Disagree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Always","Often","Often","Very wrong","Agree",NA
"11th",16,"Male","-1","None","with a parent/s","6 or more hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",7,"2 times per day","-1","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Used but not last 30 days","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Sometimes","Often","Often","Sometimes","Very wrong","Agree",NA
"11th",16,"Male","In a medium sized city, 5,000-30,000 population","None","with a parent/s","6 or more hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours",3,"Less than 1 time per day","I did not smoke cigarettes during the past 30 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","More popular","A lot more popular","A lot more popular","More popular","Disagree","Disagree","Agree","Below average","Agree","Agree","Disagree","Disagree","Agree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","Wrong","Agree",NA
"11th",16,"Male","In a small city or town, less than 5,000 population","None","with a parent/s","2 or less hours","6 or more hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",5,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Above average","Agree","Agree","Agree","Agree","Agree","Agree","Often","Often","Often","Often","Very wrong","Agree",NA
"11th",16,"Male","On a farm","None","with a parent/s","2 or less hours","6 or more hours","6 or more hours","6 or more hours","6 or more hours","2 or less hours","2 or less hours","3-5 hours",7,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Less popular","Less popular","Less popular","Less popular","Agree","Disagree","Agree","Average","Agree","Agree","Agree","Agree","Agree","Agree","Sometimes","Often","Often","Always","Wrong","Agree",NA
"11th",16,"Male","In a medium sized city, 5,000-30,000 population","None","with a parent/s","6 or more hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",1,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Wouldnt change my popularity",NA,"Wouldnt change my popularity","Wouldnt change my popularity","Agree","Disagree","Agree","Below average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","-1","Always","Very wrong","Agree",NA
"11th",16,"Male","In the country, but not on a farm","None","with a parent/s","2 or less hours","6 or more hours","2 or less hours","6 or more hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours",4,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","A lot less popular","More popular","A lot less popular","A lot less popular","Agree","Disagree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Sometimes","Often","Sometimes","Often","Very wrong","Agree",NA
"11th",16,"Male","On a farm","Twice","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",1,"Less than 1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Disagree","Agree","Above average","Agree","Agree","Disagree","Disagree","Agree","Agree","Sometimes","Sometimes","Often","Always","Very wrong","Agree",NA
"11th",16,"Male","In a large city over 30,000 population","None","with a parent/s","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",2,"I did not eat fruit and/or vegetables during the past 7 days","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","-1","-1","-1","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Often","Often","Wrong","Agree",NA
"11th",16,"Male","In a small city or town, less than 5,000 population","None","with a parent/s","2 or less hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","6 or more hours",0,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Less popular","Less popular","Less popular","Less popular","Agree","Disagree","Agree","Above average","Agree","Disagree","Disagree","Agree","Agree","Agree","Often","Never","Never","Never","A little wrong","Agree",NA
"11th",16,"Male","On a farm","Once","with a parent/s","2 or less hours","6 or more hours","2 or less hours","6 or more hours","2 or less hours","3-5 hours","2 or less hours","3-5 hours",7,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","Less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Often","Often","Very wrong","Agree",NA
"11th",16,"Male","In the country, but not on a farm","None","with a parent/s","2 or less hours","6 or more hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",2,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Sometimes","Always","Sometimes","Always","Wrong","Agree",NA
"11th",16,"Male","On a farm","None","with a parent/s","2 or less hours","3-5 hours","2 or less hours","6 or more hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",7,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Used but not last 30 days","Have never used","Have never used","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Often","Sometimes","Often","Very wrong","Agree",NA
"11th",16,"Male","In a medium sized city, 5,000-30,000 population","None","with a parent/s","6 or more hours","6 or more hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",4,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Less popular","Wouldnt change my popularity","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Disagree","Agree",NA,NA,"Agree","Agree","Sometimes","Always","Sometimes","Often","Very wrong","Agree",NA
"11th",16,"Male","In a small city or town, less than 5,000 population","Twice","with a parent/s","2 or less hours","3-5 hours","2 or less hours","3-5 hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",7,"5 or more times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Average","Agree","Agree","Agree","Agree","Agree","Agree","Often","Often","Often","Often","Very wrong","Agree",NA
"11th",16,"Male","In a medium sized city, 5,000-30,000 population","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","6 or more hours","2 or less hours","3-5 hours",0,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Often","Often","Very wrong","Agree",NA
"11th",16,"Male","In the country, but not on a farm","None","with a parent/s","2 or less hours","6 or more hours","3-5 hours","6 or more hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",0,"3 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","1-2 days","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Less popular","Wouldnt change my popularity","A lot less popular","A lot less popular","Disagree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Sometimes","Often","Very wrong","Agree",NA
"11th",16,"Male","In a large city over 30,000 population","None","with a parent/s","2 or less hours","6 or more hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours",7,"5 or more times per day","-1","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Less popular","Wouldnt change my popularity","Less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Always","Very wrong","Agree",NA
"11th",16,"Male","On a farm","None","with a parent/s","3-5 hours","6 or more hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",5,"Less than 1 time per day","-1","0 days","-1","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","Wouldnt change my popularity","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Disagree","Agree","Agree","Always","Always","Always","Often","Wrong","Agree",NA
"11th",16,"Male","In the country, but not on a farm","None","with a parent/s","6 or more hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","-1","2 or less hours","2 or less hours",1,"5 or more times per day","-1","20 or more days","0 days","1-2 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","1-2 days","Have never used","Have never used","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Excellent","Agree","Disagree","Agree","Agree","Agree","Agree","Often","Often","Sometimes","Never","Very wrong","Agree",NA
"11th",16,"Male","On a farm","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",7,"2 times per day","-1","0 days","1 to 2 days","0 days","0 days","0 days","6-9 days","0 days","0 days","0 days","0 days","0 days","0 days","Used but not last 30 days","Have never used","Have never used","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Often","Very wrong","Agree",NA
"11th",16,"Male","In the country, but not on a farm","None","with a parent/s","2 or less hours","3-5 hours","2 or less hours","6 or more hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours",7,"5 or more times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","More popular","Wouldnt change my popularity","Wouldnt change my popularity","Disagree","Disagree","Disagree","Below average","Agree","Disagree","Disagree","Agree","Agree","Agree","Always","Sometimes","Never","Always","Very wrong","Agree",NA
"11th",16,"Male","In the country, but not on a farm","None","with a parent/s","6 or more hours","3-5 hours","2 or less hours","3-5 hours","3-5 hours","2 or less hours","2 or less hours","3-5 hours",2,"-1","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Sometimes","Always","Very wrong","Agree",NA
"11th",16,"Male","In a large city over 30,000 population","None","with a parent/s","2 or less hours","3-5 hours","3-5 hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours",3,"5 or more times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","1-2 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Disagree","Above average","Agree","Disagree","Disagree","Agree","Agree","Agree","Often","Always","Often","Sometimes","Very wrong","Agree",NA
"11th",16,"Male","In a medium sized city, 5,000-30,000 population","Once","with a parent/s","6 or more hours","3-5 hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","-1","2 or less hours",3,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","More popular","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Always","Dont know","Agree",NA
"11th",16,"Male","In a small city or town, less than 5,000 population","Twice","with a parent/s","6 or more hours","6 or more hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours",4,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Less popular","More popular","Less popular","Less popular","Agree","Disagree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Often","Often","Very wrong","Agree",NA
"11th",16,"Male","In a medium sized city, 5,000-30,000 population","None","with a parent/s","6 or more hours","6 or more hours","3-5 hours","6 or more hours","6 or more hours","2 or less hours","2 or less hours","3-5 hours",7,"3 times per day","-1","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Disagree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Always","Wrong","Agree",NA
"11th",16,"Male","In a small city or town, less than 5,000 population","None","with a parent/s","6 or more hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours",2,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Sometimes","Very wrong","Agree",NA
