"gender","age","race","state","agency_responsible","congressional_district_113","latitude","longitude","congressperson_party","pop_total_census_tract","pop_white_census_tract","pop_black_census_tract","pop_asian_census_tract","pop_pacific_islander_census_tract","pop_native_american_census_tract"
"Male",29,"White","NY","City of Poughkeepsie Police Department","NY18",41.700875,-73.921215,"Democrat",1328,"23%","70%","1%","0%","0%"
"Male",51,"Asian","FL","Broward County Sheriff's Office","FL22",26.242276,-80.165926,"Democrat",3068,"13%","81%","0%","0%","0%"
"Male",47,"Black","OK","Lawton Police Department","OK4",34.589314,-98.442981,"Republican",3216,"54%","35%","3%","1%","2%"
"Male",28,"White","OH","Richland County Sheriff's Office","OH12",40.648619,-82.580178,"Republican",1288,"90%","1%","0%","0%","1%"
"Male",36,"White","WA","Clark County Regional SWAT","WA3",45.761073,-122.642026,"Republican",1599,"95%","2%","3%","0%","0%"
"Male",60,"White","FL","Lake City Police Department","FL5",30.18913,-82.626191,"Democrat",595,"56%","20%","22%","0%","2%"
"Male",25,"White","CA","San Bernardino County Sheriff's Department","CA8",34.130413,-117.226374,"Republican",1238,"30%","69%","0%","0%","0%"
"Male",38,"White","NC","Avery County Sheriff's Department","NC5",35.812044,-81.847522,"Republican",1298,"98%","1%","1%","0%","0%"
"Male",49,"White","OR","Portland Police Bureau","OR3",45.480743,-122.692814,"Democrat",1284,"90%","0%","4%","0%","0%"
"Male",53,"White","KY","Jefferson County Sheriff's Department","KY3",38.182412,-85.696297,"Democrat",649,"22%","72%","0%","0%","0%"
"Male",35,"White","NH","""New Hampshire Department of Corrections Probation/Parole Officers, Strafford County Sheriff's Department""","NH1",43.349481,-70.974028,"Democrat",1607,"95%","0%","1%","0%","0%"
"Male",23,"White","KS","Kansas Highway Patrol","KS1",39.820958,-100.521966,"Republican",465,"100%","0%","0%","0%","0%"
"Male",47,"White","MO","St. Joseph Police Department","MO6",39.752877,-94.796111,"Republican",2183,"87%","1%","7%","0%","0%"
"Male",25,"Hispanic","AZ","Arizona Department of Public Safety","AZ9",33.386689,-111.960769,"Democrat",3075,"60%","21%","8%","3%","2%"
"Male",22,"Black","LA","Iberia Parish Sheriff's Office","LA3",30.019131,-91.891107,"Republican",2666,"66%","15%","18%","0%","0%"
"Male",31,"Black","FL","Highlands County Sheriff's Department","FL17",27.420189,-81.375231,"Republican",946,"97%","0%","0%","0%","0%"
"Male",40,"Asian","IL","Sleepy Hollow Police Department","IL10",42.168241,-87.931871,"Democrat",2120,"50%","7%","43%","0%","0%"
"Male",52,"White","AK","Alaska State Troopers","AK0",61.573665,-149.359872,"Republican",1844,"87%","0%","7%","0%","3%"
"Male",21,"Black","AL","Alexander City Police Department","AL3",32.916204,-85.952678,"Republican",1442,"59%","34%","7%","0%","0%"
"Female",34,"White","PA","Pennsylvania State Police Department","PA4",40.151425,-75.322147,"Democrat",1727,"82%","8%","9%","0%","0%"
"Male",55,"White","TN","Knoxville Police Department","TN2",36.039783,-83.91089,"Republican",1651,"96%","2%","0%","0%","0%"
"Male",47,"White","MT","Ravalli County Sheriff's Department","MT0",46.19601,-114.100213,"Republican",1547,"100%","0%","0%","0%","0%"
"Male",28,"White","OK","Okmulgee Police Department","OK2",35.627059,-95.95454,"Republican",809,"11%","57%","2%","0%","12%"
"Male",23,"Black","CA","Los Angeles Police Department","CA43",33.94866,-118.2697,"Democrat",1546,"6%","92%","2%","0%","0%"
"Male",27,"White","IN","Indianapolis Metropolitan Police Department","IN7",39.746108,-86.130557,"Democrat",555,"84%","15%","0%","1%","0%"
"Male",23,"Hispanic","CO","Pueblo Police Department","CO3",38.240647,-104.632225,"Republican",533,"100%","0%","0%","0%","0%"
"Male",52,"Black","AR","North Little Rock Police Department","AR2",34.74844,-92.314287,"Republican",461,"50%","48%","2%","0%","0%"
"Male",23,"Hispanic","FL","Hendry County Sheriff's Office","FL25",26.679041,-81.430661,"Republican",2512,"84%","12%","0%","0%","0%"
"Male",50,"White","MO","Bourbon Police Department","MO8",38.119161,-91.188038,"Republican",1073,"100%","0%","0%","0%","0%"
"Male",41,"Black","FL","Hillsborough County Sheriff's Office","FL15",27.89513,-82.282338,"Republican",1831,"78%","11%","11%","0%","0%"
"Male",44,"White","MI","Oakland County Sheriff's Office","MI11",42.537578,-83.15302,"Democrat",1228,"95%","1%","3%","0%","0%"
"Male",20,"Hispanic","FL","Miami-Dade Police Department","FL27",25.671286,-80.369818,"Republican",1557,"74%","26%","0%","0%","0%"
"Female",24,"White","SC","Duncan Police Department","SC4",34.916831,-82.105974,"Republican",1113,"66%","22%","0%","0%","0%"
"Male",28,"White","FL","Gainesville Police Department","FL3",29.622438,-82.380827,"Republican",715,"72%","0%","10%","2%","0%"
"Male",30,"White","LA","Carencro Police Department","LA3",30.27298,-92.015407,"Republican",393,"5%","71%","0%","0%","0%"
"Female",22,"Hispanic","CA","Citrus Heights Police Department","CA7",38.65295,-121.292376,"Democrat",812,"89%","1%","2%","0%","1%"
"Male",21,"White","MO","Saint Charles County Sheriff's Office","MO3",38.837449,-90.696332,"Republican",5861,"90%","4%","2%","0%","0%"
"Male",23,"Black","TX","San Antonio Police Department","TX35",29.518205,-98.410777,"Democrat",1219,"70%","0%","23%","0%","0%"
"Male",51,"White","FL","Brevard County Sheriff's Office","FL8",28.244945,-80.738289,"Republican",11066,"97%","0%","2%","1%","0%"
"Male",37,"Hispanic","FL","Miami-Dade Police Department","FL26",25.567826,-80.519908,"Republican",930,"14%","86%","0%","0%","0%"
"Male",32,"Asian","CT","Connecticut State Police","CT4",41.106571,-73.419685,"Democrat",1373,"61%","33%","5%","0%","0%"
"Male",62,"White","CA","San Diego Police Department","CA52",32.715867,-117.156523,"Democrat",3668,"65%","16%","9%","0%","2%"
"Female",42,"White","TX","Crandall Police Department","TX30",32.769105,-96.788866,"Democrat",2241,"54%","42%","1%","0%","0%"
"Male",57,"White","AZ","Gilbert Police Department","AZ5",33.407979,-111.618005,"Republican",3150,"88%","2%","1%","0%","0%"
"Male",37,"Black","OH","Cincinnati Police Department","OH1",39.132552,-84.483697,"Republican",511,"5%","76%","5%","0%","0%"
"Male",44,"Hispanic","AZ","Tucson Police Department","AZ2",32.223357,-110.872656,"Democrat",1512,"91%","4%","2%","0%","3%"
"Male",42,"Hispanic","CA","U.S. Border Patrol","CA51",32.579234,-116.918861,"Democrat",3821,"31%","21%","46%","0%","0%"
"Male",37,"White","TX","Gregg County Sheriff's Office","TX1",32.410909,-94.888522,"Republican",1521,"94%","6%","0%","0%","0%"
"Male",60,"Black","CA","Alameda County Sheriff's Office","CA15",37.682794,-122.12142,"Democrat",1218,"40%","1%","56%","0%","1%"
"Male",44,"White","IN","Hammond Police Department","IN1",41.593551,-87.436301,"Democrat",1388,"44%","51%","3%","0%","0%"
"Male",17,"Black","TX","Houston Police Department","TX18",29.888906,-95.412448,"Democrat",2218,"31%","28%","41%","0%","0%"
"Male",31,"Black","LA","New Orleans Police Department","LA2",29.962114,-90.123198,"Democrat",667,"0%","93%","0%","0%","0%"
"Female",47,"Black","TX","Bastrop County Sheriff's Office","TX10",30.190681,-97.30445,"Republican",3137,"91%","7%","2%","0%","0%"
"Male",34,"White","WA","Snohomish County Multi-Agency Response Team","WA2",47.915372,-122.306672,"Democrat",1136,"81%","0%","13%","0%","0%"
"Male",45,"White","NY","Auburn Police Department","NY24",42.933805,-76.578765,"Republican",773,"64%","4%","1%","0%","4%"
"Male",18,"White","OH","Hamilton Police Department","OH8",39.383801,-84.552627,"Republican",764,"81%","15%","4%","0%","0%"
"Male",22,"Black","MD","Baltimore Police Department","MD3",39.268889,-76.651699,"Democrat",402,"59%","41%","0%","0%","0%"
"Male",20,"Black","NV","Bureau of Land Management","NV4",36.1474,-115.411551,"Democrat",8177,"72%","1%","20%","0%","0%"
"Male",17,"White","GA","Euharlee Police Department","GA11",34.146862,-84.916178,"Republican",1117,"88%","5%","0%","0%","0%"
"Male",35,"Hispanic","CA","Los Angeles County Sheriff's Department","CA32",34.009343,-117.884607,"Democrat",2665,"12%","14%","68%","2%","0%"
"Male",48,"White","WA","Centralia Police Department","WA3",46.711549,-122.971762,"Republican",903,"89%","5%","0%","0%","1%"
"Male",32,"White","WI","Eau Claire S.W.A.T","WI3",44.936194,-91.886276,"Democrat",1991,"100%","0%","0%","0%","0%"
"Male",27,"Black","MO","St. Louis Metropolitan Police Department","MO1",38.691783,-90.244352,"Democrat",529,"0%","100%","0%","0%","0%"
"Female",52,"White","TN","Metropolitan Nashville Police Department","TN5",36.06479,-86.64511,"Democrat",3093,"30%","59%","6%","0%","2%"
"Male",23,"White","WA","Spokane County Sheriff's Office","WA5",47.674219,-117.208765,"Republican",3305,"82%","4%","8%","3%","2%"
"Male",20,"Black","TX","University of Texas Police Department","TX2",29.698316,-95.418954,"Republican",885,"60%","5%","29%","0%","2%"
"Male",68,"Black","SC","North Augusta Department of Public Safety","SC3",33.627322,-81.926925,"Republican",1546,"88%","6%","0%","0%","0%"
"Male",45,"Black","CA","Stockton Police Department","CA9",37.939005,-121.265539,"Democrat",1775,"11%","72%","2%","0%","0%"
"Female",36,"White","MN","Chaska Police Department/Minnesota State Patrol/Carver County sheriff's office","MN3",44.853006,-93.431076,"Democrat",3979,"42%","10%","44%","0%","0%"
"Male",49,"White","TX","Brookshire Police Department","TX10",29.785578,-95.951735,"Republican",3226,"38%","62%","0%","0%","0%"
"Male",36,"White","MN","Chaska Police Department/Minnesota State Patrol/Carver County sheriff's office","MN3",44.853006,-93.431076,"Democrat",3979,"42%","10%","44%","0%","0%"
"Male",42,"White","MI","Kalamazoo Department of Public Safety","MI6",42.284937,-85.58295,"Republican",660,"84%","14%","0%","0%","0%"
"Male",21,"Black","FL","Miami-Dade Police Department","FL24",25.843001,-80.22462,"Democrat",2430,"2%","98%","0%","0%","0%"
"Male",28,"Black","FL","Palm Beach County Sheriff's Office","FL21",26.48128,-80.120009,"Democrat",2481,"72%","17%","5%","0%","0%"
"Male",39,"Pacific Islander","HI","Hawaii County Police Department","HI2",19.667714,-155.981278,"Democrat",3476,"17%","0%","28%","29%","0%"
"Male",56,"Hispanic","IL","Chicago Police Department","IL5",41.974563,-87.76692,"Democrat",1799,"75%","2%","19%","0%","0%"
"Male",28,"White","NV","Las Vegas Metropolitan Police Department","NV3",35.130761,-114.626031,"Democrat",2740,"92%","3%","3%","0%","0%"
"Male",33,"Hispanic","CA","San Diego County Sheriff's Department","CA49",33.156069,-117.23983,"Democrat",2714,"74%","9%","8%","1%","0%"
"Male",36,"Hispanic","CA","El Centro Police Department","CA51",32.799149,-115.554931,"Democrat",1562,"76%","24%","0%","0%","0%"
"Male",25,"Black","MD","Montgomery County Police Department","MD6",39.177607,-77.154809,"Democrat",1693,"43%","31%","21%","1%","0%"
"Male",19,"Black","WI","Milwaukee Police Department","WI4",43.113871,-87.984793,"Democrat",1211,"4%","96%","0%","0%","0%"
"Male",29,"Hispanic","LA","DeRidder Police Department","LA4",30.849098,-93.294479,"Republican",831,"62%","31%","3%","0%","0%"
"Male",29,"Hispanic","IA","Sioux City Police Department","IA4",42.460587,-96.370326,"Republican",492,"93%","0%","3%","0%","0%"
"Male",28,"White","IL","DeKalb County Police Department","IL16",41.919116,-88.777194,"Republican",3503,"92%","0%","7%","0%","0%"
"Male",56,"Black","PA","Penn Hills Police Department","PA17",40.463937,-79.855879,"Democrat",1491,"19%","75%","0%","0%","0%"
"Male",27,"White","CA","San Diego Police Department","CA50",33.079007,-117.073143,"Republican",2100,"83%","1%","11%","0%","0%"
"Male",21,"Black","CO","Federal Heights Police Department","CO7",39.85104,-105.006719,"Democrat",1312,"95%","3%","3%","0%","0%"
"Male",43,"Asian","CA","Lodi Police Department","CA9",38.134187,-121.310945,"Democrat",3638,"89%","1%","6%","0%","0%"
"Male",35,"White","OK","Oklahoma Highway Patrol","OK5",35.454612,-97.441531,"Republican",795,"81%","5%","2%","0%","2%"
"Male",29,"White","CA","Yuba City Police department","CA3",39.127568,-121.612185,"Democrat",2179,"70%","10%","6%","3%","0%"
"Male",53,"White","SC","South Carolina Highway Patrol","SC5",35.07117,-81.738989,"Republican",1916,"100%","0%","0%","0%","0%"
"Male",43,"White","KY","Kentucky State Police","KY2",37.878408,-86.771552,"Republican",1067,"99%","0%","1%","0%","0%"
"Male",19,"Hispanic","CA","California Highway Patrol","CA13",37.766901,-122.200086,"Democrat",2444,"10%","68%","15%","0%","0%"
"Male",42,"White","CA","Bay Area Rapid Transit Police Department","CA15",37.710243,-121.910591,"Democrat",3252,"65%","5%","27%","0%","0%"
"Male",31,"Black","LA","Kenner Police Department","LA2",29.981094,-90.241812,"Democrat",732,"65%","35%","0%","0%","0%"
"Male",35,"White","TN","Sequatchie Sheriff's Office","TN4",35.343898,-85.37105,"Republican",2761,"97%","0%","0%","0%","0%"
"Male",21,"Hispanic","CA","California Highway Patrol","CA13",37.762121,-122.190485,"Democrat",1123,"8%","60%","31%","0%","2%"
"Female",61,"White","FL","Putnam County Sheriff's Office","FL3",29.623253,-81.855072,"Republican",1879,"94%","4%","0%","0%","0%"
"Male",54,"White","IN","Indianapolis Metropolitan Police Department","IN5",39.903352,-86.193503,"Republican",2742,"55%","38%","2%","0%","0%"
"Male",41,"White","PA","Pennsylvania State Police Department","PA14",40.269679,-79.559128,"Republican",2613,"92%","4%","2%","0%","1%"
"Male",23,"White","OH","Fairfield Township Police Department","OH8",39.30889,-84.552384,"Republican",1057,"76%","14%","0%","0%","0%"
"Male",26,"Black","TX","Houston Police Department","TX2",29.800164,-95.457299,"Republican",2365,"58%","42%","0%","0%","0%"
"Male",7,"White","UT","Lindon City Police Department","UT3",40.110354,-111.66541,"Republican",1840,"99%","0%","0%","0%","0%"
"Female",5,"White","UT","Lindon City Police Department","UT3",40.110354,-111.66541,"Republican",1840,"99%","0%","0%","0%","0%"
"Female",32,"White","UT","Lindon City Police Department","UT3",40.110354,-111.66541,"Republican",1840,"99%","0%","0%","0%","0%"
"Female",55,"White","UT","Lindon City Police Department","UT3",40.110354,-111.66541,"Republican",1840,"99%","0%","0%","0%","0%"
"Male",22,"White","IN","Indiana State Police Department","IN2",41.702373,-85.929898,"Republican",1879,"89%","9%","0%","0%","0%"
"Male",30,"Black","FL","Saint Lucie Sheriff's Department","FL18",27.465379,-80.33887,"Republican",1429,"7%","87%","0%","0%","0%"
"Male",34,"White","CO","Denver Police Department","CO1",39.740189,-105.039174,"Democrat",743,"90%","0%","0%","0%","0%"
"Male",68,"White","MI","Michigan State Police Department","MI2",43.977628,-86.371501,"Republican",1519,"95%","0%","3%","0%","1%"
"Male",58,"Black","CA","Los Angeles Police Department","CA37",33.98336,-118.29352,"Democrat",910,"0%","91%","0%","0%","0%"
"Male",24,"Black","MD","Baltimore Police Department","MD7",39.309874,-76.592477,"Democrat",264,"0%","100%","0%","0%","0%"
"Male",32,"Hispanic","CA","San Bernardino County Sheriff's Department","CA8",34.525557,-117.29972,"Republican",2553,"78%","15%","2%","0%","0%"
"Male",35,"White","AZ","Scottsdale Police Department","AZ9",33.479144,-111.907155,"Democrat",1273,"94%","0%","0%","0%","4%"
"Male",35,"White","AR","Jonesboro Police Department","AR1",35.84592,-90.644919,"Republican",2567,"81%","8%","0%","0%","1%"
"Male",47,"White","FL","Eustis Police Department","FL11",28.822022,-81.829463,"Republican",3252,"64%","23%","8%","0%","0%"
"Male",40,"White","NM","New Mexico State Police","NM1",34.953086,-106.143657,"Democrat",956,"95%","0%","0%","0%","0%"
"Male",49,"White","WV","Harrison County Sheriff's Office","WV1",39.257431,-80.286668,"Republican",2197,"96%","2%","0%","1%","0%"
"Male",30,"White","FL","Sarasota Police Department","FL16",27.37066,-82.550882,"Republican",1221,"70%","28%","0%","0%","0%"
"Male",18,"White","NC","Southport Police Department","NC7",34.020441,-78.044958,"Republican",1499,"96%","4%","0%","0%","0%"
"Male",23,"White","CO","Arvada Police Department","CO7",39.810749,-105.093194,"Democrat",1554,"88%","0%","2%","0%","0%"
"Male",30,"White","GA","Gwinnett County Police Department","GA7",33.933737,-84.127088,"Democrat",2512,"29%","39%","32%","0%","0%"
"Male",23,"Hispanic","WA","Yakima Police Department","WA4",46.585434,-120.488997,"Republican",1340,"44%","56%","0%","0%","0%"
"Male",49,"White","AZ","Sierra Vista Police Department","AZ2",31.5418,-110.252277,"Democrat",1034,"88%","0%","5%","0%","0%"
"Male",66,"Hispanic","CO","Pueblo Police Department","CO3",38.239724,-104.642545,"Republican",2095,"83%","15%","0%","0%","1%"
"Male",29,"White","LA","Jefferson Parish Sheriff's Office","LA1",30.015241,-90.135562,"Republican",1245,"99%","0%","0%","0%","0%"
"Male",30,"White","WA","Yakima County Sheriff's Office","WA4",46.651368,-120.515964,"Republican",1858,"92%","0%","1%","0%","1%"
"Male",25,"White","TX","Watauga Police Department","TX26",32.862903,-97.256272,"Republican",1319,"88%","0%","4%","0%","6%"
"Male",21,"Black","OK","Oklahoma City Police Department","OK5",35.58035,-97.530915,"Republican",881,"13%","79%","0%","0%","0%"
"Male",35,"Hispanic","CO","Thornton Police Department","CO7",39.856081,-104.985186,"Democrat",2407,"77%","8%","3%","0%","0%"
"Male",47,"White","OH","Columbus Division of Police","OH3",40.000765,-83.095168,"Democrat",3020,"89%","7%","3%","0%","0%"
"Male",47,"White","TX","Dallas Police Department","TX30",32.79469,-96.806964,"Democrat",2756,"88%","5%","5%","0%","0%"
"Male",33,"Black","FL","Crestview Police Department","FL1",30.758401,-86.574972,"Republican",845,"85%","15%","0%","0%","0%"
"Male",33,"White","OK","Mayes County Sheriff's Office","OK2",36.415282,-95.435717,"Republican",2436,"73%","0%","1%","0%","16%"
"Male",20,"Black","CA","Riverside Police Department","CA41",33.921347,-117.447669,"Democrat",1231,"56%","11%","0%","13%","5%"
"Male",34,"Black","NC","Franklin County Sheriff's Office","NC4",36.261727,-78.281665,"Democrat",1430,"47%","52%","0%","0%","0%"
"Male",44,"White","CO","Boulder County Sheriff's Office","CO2",40.125028,-105.133476,"Democrat",2640,"93%","1%","2%","0%","0%"
"Male",45,"Asian","CA","Bakersfield Police Department","CA21",35.349663,-118.946829,"Republican",8384,"83%","11%","4%","0%","2%"
"Male",51,"White","NC","Alleghany County Sheriff's Office","NC5",36.457815,-81.088916,"Republican",787,"100%","0%","0%","0%","0%"
"Female",31,"White","CA","Kern County Sheriff's Office","CA23",35.162984,-119.461202,"Republican",2090,"97%","0%","2%","0%","0%"
"Male",34,"Black","LA","St. Martin Parish Sheriff's Office","LA3",30.28335,-91.907146,"Republican",3535,"56%","40%","1%","0%","0%"
"Male",25,"Hispanic","AZ","Phoenix Police Department","AZ7",33.480333,-112.132659,"Democrat",1726,"98%","2%","0%","0%","1%"
"Male",22,"Black","OK","Oklahoma Highway Patrol","OK4",35.340005,-97.483932,"Republican",1415,"78%","2%","0%","0%","1%"
"Male",49,"White","TX","North Richland Hills Police Department","TX24",32.870074,-97.113097,"Republican",1183,"90%","3%","7%","0%","0%"
"Male",19,"White","CA","Torrance Police Department","CA43",33.834556,-118.343893,"Democrat",701,"46%","0%","44%","0%","0%"
"Male",44,"Black","NY","New York Police Department","NY15",40.852353,-73.909992,"Democrat",1354,"0%","72%","0%","0%","0%"
"Male",16,"White","TX","Grand Prairie Police Department","TX6",32.572892,-97.05133,"Republican",4522,"41%","44%","9%","0%","0%"
"Male",44,"Hispanic","TX","Corpus Christi Police Department","TX27",27.739248,-97.391484,"Republican",1756,"100%","0%","0%","0%","0%"
"Male",32,"White","AZ","Pinal County Sheriff's Office","AZ1",32.778584,-111.515306,"Democrat",1399,"100%","0%","0%","0%","0%"
"Male",24,"White","NC","Greenville Police Department","NC1",35.537287,-77.414932,"Democrat",3253,"62%","31%","4%","0%","0%"
"Male",22,"White","PA","Lititz Borough Police Department","PA11",40.164521,-76.310688,"Republican",865,"96%","0%","1%","0%","0%"
"Male",18,"Native American","OK","Custer County Sheriff's Department","OK3",35.514183,-99.06417,"Republican",1117,"90%","4%","2%","0%","4%"
"Female",49,"Black","SC","Anderson Police Department","SC3",34.506942,-82.73213,"Republican",2241,"88%","10%","0%","0%","0%"
"Male",33,"Black","AL","Phenix City Police Department","AL3",32.469079,-85.014985,"Republican",1421,"14%","84%","0%","0%","0%"
"Male",49,"White","IN","Indianapolis Metropolitan Police Department","IN7",39.711169,-86.017857,"Democrat",3770,"87%","10%","2%","0%","0%"
"Male",63,"White","WI","Green Bay Police Department","WI8",44.524131,-88.05986,"Republican",1180,"53%","18%","0%","0%","0%"
"Male",49,"Hispanic","CO","Mesa County Sheriff's Office","CO3",39.041413,-108.459518,"Republican",1183,"95%","1%","0%","0%","1%"
"Male",43,"Hispanic","HI","Honolulu Police Department","HI1",21.392745,-158.010508,"Democrat",2092,"6%","0%","86%","7%","0%"
"Male",43,"White","CT","Farmington Police Department","CT5",41.733264,-72.898759,"Democrat",1439,"90%","0%","10%","0%","0%"
"Male",41,"White","IL","Arlington Heights Police Department","IL9",42.110647,-87.983277,"Democrat",2158,"78%","0%","16%","0%","0%"
"Male",51,"White","CA","Los Angeles Police Department","CA34",34.03957,-118.255845,"Democrat",3119,"37%","14%","36%","0%","0%"
"Male",23,"White","WI","Clark County Sheriff's Office","WI7",44.564687,-90.59801,"Republican",1641,"99%","1%","0%","0%","0%"
"Male",50,"Black","OH","Columbus Division of Police","OH3",39.950166,-82.978673,"Democrat",984,"25%","69%","2%","0%","0%"
"Male",61,"White","ME","Maine State Police Department","ME1",43.598181,-70.596847,"Democrat",1368,"94%","0%","0%","0%","0%"
"Male",43,"White","WA","Wenatchee Police Department","WA8",47.4098,-120.290106,"Democrat",492,"70%","0%","0%","0%","10%"
"Male",64,"White","FL","St. John's County Sheriff's Department","FL4",30.00959,-81.376976,"Republican",7398,"91%","6%","3%","0%","0%"
"Female",35,"White","OH","Ross County Sheriff's Department","OH2",39.188069,-82.978969,"Republican",1823,"93%","0%","0%","0%","0%"
"Male",43,"White","CA","Santa Clara County Sheriff's Office","CA18",37.279967,-122.00407,"Democrat",1374,"59%","0%","36%","0%","0%"
"Male",26,"White","PA","Monroeville Police Department","PA18",40.42458,-79.734737,"Democrat",2160,"84%","6%","6%","0%","0%"
"Male",54,"Hispanic","FL","Miami-Dade Police Department","FL26",25.751754,-80.386429,"Republican",2590,"69%","31%","0%","0%","0%"
"Male",57,"Hispanic","FL","Miami Police Department","FL24",25.824324,-80.191695,"Democrat",3002,"47%","51%","0%","0%","0%"
"Male",33,"White","MO","Missouri State Highway Patrol","MO5",39.046667,-94.415161,"Democrat",1150,"94%","0%","1%","0%","0%"
"Male",23,"Black","WA","Tukwila Police Department","WA9",47.456784,-122.249269,"Democrat",280,"91%","0%","9%","0%","0%"
"Male",26,"White","NV","Las Vegas Metropolitan Police Department","NV1",36.116385,-115.072623,"Democrat",1532,"47%","20%","8%","15%","7%"
"Male",23,"Black","AR","Pine Bluff Police Department","AR4",34.201562,-92.034844,"Republican",361,"21%","75%","0%","0%","0%"
"Male",23,"White","TX","University of the Incarnate Word Campus Police Department","TX21",29.476426,-98.461689,"Republican",1525,"58%","8%","0%","0%","0%"
"Male",42,"White","AZ","Phoenix Police Department","AZ7",33.425078,-112.117906,"Democrat",3293,"58%","32%","1%","0%","6%"
"Male",31,"Hispanic","NJ","Perth Amboy Police Department","NJ6",40.519434,-74.266664,"Democrat",2007,"41%","36%","0%","0%","0%"
"Male",73,"Black","AL","Selma Police Department","AL7",32.417508,-87.024005,"Democrat",701,"0%","100%","0%","0%","0%"
"Male",19,"Black","DC","DC Metropolitan Police Department","DC98",38.906029,-76.984393,"Democrat",1345,"11%","81%","1%","0%","3%"
"Male",38,"White","IA","Des Moines Police Department","IA3",41.560021,-93.626799,"Democrat",2014,"91%","1%","3%","0%","0%"
"Male",22,"Black","OH","Columbus Division of Police","OH3",40.019475,-83.026518,"Democrat",540,"30%","0%","69%","0%","0%"
"Male",49,"White","TN","Etowah Police Department","TN3",35.323495,-84.525577,"Republican",1888,"93%","4%","0%","0%","0%"
"Male",34,"White","NM","Albuquerque Police Department","NM1",35.096002,-106.552157,"Democrat",1719,"47%","17%","0%","10%","24%"
"Male",33,"White","MO","Greene County Sheriff's Office","MO7",37.188487,-93.549885,"Republican",1700,"99%","0%","0%","0%","0%"
"Male",23,"Hispanic","CA","Asuza Police Department","CA32",34.131627,-117.895939,"Democrat",1581,"58%","7%","36%","0%","0%"
"Male",51,"White","WA","Seattle Police Department","WA7",47.619709,-122.302867,"Democrat",1758,"73%","3%","15%","0%","0%"
"Male",22,"White","TX","Hays County SWAT","TX35",30.033542,-97.846236,"Democrat",6977,"86%","9%","0%","0%","2%"
"Male",44,"White","IN","Brown County Sheriff's Department","IN9",39.217717,-86.266288,"Republican",874,"96%","0%","3%","0%","0%"
"Male",61,"White","FL","Key West Police Department","FL26",24.547035,-81.795774,"Republican",604,"86%","14%","0%","0%","0%"
"Male",42,"Hispanic","CA","San Jose Police Department","CA17",37.38314,-121.843073,"Democrat",2120,"31%","0%","64%","0%","0%"
"Male",48,"White","CO","Adams County Sheriff's Office","CO4",39.735541,-104.322092,"Republican",2186,"95%","1%","1%","0%","2%"
"Male",28,"Black","AL","Madison County Sheriff's Office","AL5",34.743117,-86.649322,"Republican",2884,"12%","73%","6%","0%","0%"
"Male",30,"Hispanic","OK","Oklahoma City Police Department","OK4",35.420274,-97.33504,"Republican",535,"83%","8%","0%","0%","6%"
"Male",38,"Black","LA","West Baton Rouge Parish Sheriff's Office","LA6",30.459985,-91.209658,"Republican",898,"62%","38%","0%","0%","0%"
"Male",31,"White","FL","Orlando Police Department","FL10",28.602273,-81.406068,"Democrat",2314,"90%","7%","2%","0%","0%"
"Male",26,"Black","DC","DC Metropolitan Police Department","DC98",38.88164,-76.933039,"Democrat",1923,"4%","95%","0%","0%","0%"
"Male",23,"Black","CT","Bridgeport Police Department","CT4",41.201788,-73.186128,"Democrat",547,"24%","71%","0%","0%","0%"
"Male",72,"Hispanic","CA","Los Angeles Police Department","CA30",34.302969,-118.498465,"Democrat",1981,"64%","3%","32%","0%","1%"
"Male",53,"Black","GA","Cobb County Police Department","GA13",33.842074,-84.599314,"Democrat",2976,"33%","67%","0%","0%","0%"
"Male",42,"White","CO","Boulder Police Department","CO2",40.006359,-105.252655,"Democrat",1516,"74%","5%","18%","0%","0%"
"Male",24,"White","TX","Fort Worth Police Department","TX12",32.725647,-97.469175,"Republican",888,"31%","64%","1%","0%","1%"
"Male",31,"White","OR","Bend Police Department","OR2",44.05972,-121.260457,"Republican",6288,"95%","0%","2%","0%","1%"
"Male",47,"Black","OH","Columbus Division of Police","OH3",40.060036,-82.911513,"Democrat",3107,"68%","26%","4%","0%","0%"
"Male",37,"Hispanic","CA","Riverside Police Department","CA41",33.98626,-117.362137,"Democrat",1184,"68%","30%","0%","0%","0%"
"Male",26,"White","TX","Fort Worth Police Department","TX12",32.883156,-97.301067,"Republican",1946,"72%","3%","11%","0%","0%"
"Male",28,"White","NJ","Middlesex County Special Operations Response Team","NJ12",40.380586,-74.524472,"Democrat",3214,"26%","9%","61%","0%","0%"
"Male",58,"White","FL","Putnam County Sheriff's Office","FL3",29.611539,-81.581389,"Republican",925,"51%","49%","0%","0%","0%"
"Male",20,"Black","AZ","Pima County Sheriff's Department","AZ3",32.115227,-111.102445,"Democrat",11324,"79%","5%","9%","0%","6%"
"Male",44,"White","OR","Eugene Police Department","OR4",44.039102,-123.150757,"Democrat",584,"95%","0%","5%","0%","0%"
"Male",25,"Black","NY","Middletown Police Department","NY18",41.440254,-74.419748,"Democrat",1396,"74%","25%","2%","0%","0%"
"Male",44,"White","AZ","Prescott Police Department","AZ4",34.555003,-112.402523,"Republican",3170,"96%","0%","0%","0%","0%"
